name,uri,genres,artist,mood,length,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,timeSignature
Hope,00PeFMEYbTy8WpcVguwdoF,['japanese beats'],yuhei miura,calm,0 days 00:01:59.286000,0.906,0.629,0.437,0.634,0.127,-7.825,0.0452,84.015,0.206,4
Shh,2MP2pU9BEFas5fZqslCjbS,['chicago rap'],Rajstar,calm,0 days 00:01:39.033000,0.217,0.629,0.379,0.875,0.109,-15.653,0.262,194.399,0.112,4
Wish We Could Stay Like This Forever,0f0EDZUFDo8f27Dg4SmCWk,[],ocha,calm,0 days 00:02:48,0.741,0.658,0.335,0.872,0.133,-14.835,0.218,79.895,0.466,4
Peaks,0PwKjuG8Tf5NhbeT7BKzY0,['miami hip hop'],Lunchmoney,calm,0 days 00:02:32.195000,0.678,0.639,0.278,0.915,0.0995,-12.84,0.0388,82.009,0.117,4
Miffing,482V3gj1s0CmyxggOk4OLh,['lo-fi beats'],_tag,calm,0 days 00:02:23.131000,0.938,0.705,0.221,0.906,0.111,-11.474,0.0837,84.962,0.384,4
Everything I Want,68qbDkaOXGQ2lZWmwrTsfv,[],Outdream,calm,0 days 00:02:27.938000,0.794,0.735,0.392,0.9,0.0928,-10.111,0.0843,80.021,0.19,4
Solitude,4x92V3mO9ujs6KwBdC2OKp,"['chillhop', 'focus beats', 'lo-fi beats']",Knowmadic,calm,0 days 00:02:29.130000,0.384,0.299,0.616,0.0,0.393,-9.502,0.0834,136.741,0.35,4
Purple Skies,2foRZpSWipdqRtuwube6A5,['lo-fi jazzhop'],Otis Neon,calm,0 days 00:02:14.634000,0.00524,0.576,0.595,0.000257,0.305,-6.279,0.186,81.941,0.298,4
Things Will Get Better... Eventually,7JalT8zThm2pjTqpKMn661,[],Lo-Fi Eamonn,calm,0 days 00:02:12.750000,0.556,0.813,0.33,0.892,0.891,-17.439,0.211,79.997,0.466,4
Byrds,4j4XQzNbPRXTNi3CJdsT5g,"['chillhop', 'lo-fi beats', 'lo-fi jazzhop']",DAO,calm,0 days 00:02:00,0.149,0.634,0.67,0.883,0.111,-9.033,0.0669,176.114,0.29,4
Sleepless,35B4ntwoU7kCxdgWlzuOuE,[],Luigi Valentino,calm,0 days 00:01:46.667000,0.936,0.43,0.127,0.918,0.111,-24.218,0.0381,89.961,0.0484,4
Dusk,0Qpz1xMQHPosxi02PjkWV6,"['dominican indie', 'lo-fi beats']",n o r m a l,calm,0 days 00:02:09.010000,0.236,0.737,0.301,0.894,0.124,-10.633,0.108,81.998,0.511,4
Rainy Mornings,2JuHQkoJjkfVOpfKXs9ItL,"['australian dance', 'downtempo', 'edm', 'escape room']",Hyperparadise,calm,0 days 00:03:00.738000,0.967,0.552,0.08,0.952,0.0903,-24.269,0.0789,82.759,0.185,4
Yawn Machine,3wXAeVIUbRF9pReSBdgpkE,['lo-fi beats'],Guustavv,calm,0 days 00:02:12.958000,0.691,0.66,0.249,0.779,0.117,-15.655,0.0438,107.977,0.036,4
snow food,57OFW9UqdEX5YM7Zq5XoKB,"['chillhop', 'focus beats', 'lo-fi beats', 'lo-fi jazzhop']",Wun Two,calm,0 days 00:01:40.833000,0.412,0.708,0.32,0.389,0.145,-17.256,0.037,72.055,0.621,4
Flora,7vvN6jTHNBtkqLol6IEM94,['lo-fi beats'],Elijah Who,calm,0 days 00:02:15.091000,0.188,0.192,0.477,0.454,0.102,-9.364,0.048,81.099,0.0581,4
Blue Book,6bwj5YpF2nZoqv5wwAFnNl,"['lo-fi beats', 'lo-fi jazzhop']",Tom Doolie,calm,0 days 00:02:27.938000,0.842,0.621,0.283,0.904,0.106,-11.675,0.0657,79.023,0.47,4
Daffodils,660obXPnMHkpoZk0Z7a0Lh,['focus beats'],Musqitone,calm,0 days 00:01:37.354000,0.839,0.707,0.33,0.955,0.114,-12.614,0.384,89.866,0.864,4
If I Wrote You,0pVwoyQqtyF0GWyaMeYy6q,[],Import Export,calm,0 days 00:02:13.723000,0.44,0.599,0.38,0.901,0.111,-7.541,0.134,93.855,0.149,4
Warm Blanket,7MUEtCCUwlSCYDdwWEXhva,"['chillhop', 'japanese chillhop', 'lo-fi beats', 'lo-fi jazzhop']",Mujo,calm,0 days 00:01:43.457000,0.937,0.665,0.373,0.918,0.111,-8.363,0.38,79.478,0.689,4
Sweetest Thing,5hhqdODgbAyQtnvTyr3hip,"['chillhop', 'lo-fi jazzhop']",Funky Notes,calm,0 days 00:02:46,0.153,0.602,0.26,0.252,0.104,-11.098,0.166,178.054,0.631,4
Charlie's Whales,4adqjLj6sTo2p8A3eQuAhp,['lo-fi beats'],HM Surf,calm,0 days 00:01:41.299000,0.721,0.587,0.189,0.897,0.113,-8.062,0.121,154.037,0.2,4
Lasagne,0YVUFizlbV0l7okjXGUTWu,"['chillhop', 'focus beats', 'lo-fi beats', 'lo-fi jazzhop']",Wun Two,calm,0 days 00:01:46.490000,0.482,0.55,0.441,0.734,0.17,-12.384,0.144,145.886,0.963,4
Taidana,4FAm6xEYz9lbDgJ2bg8MDF,[],lōland,calm,0 days 00:02:50.992000,0.655,0.721,0.326,0.879,0.112,-9.639,0.154,79.493,0.339,1
Center,7yEo89pS7lRKbrW8VoWIeu,[],Nokiaa,calm,0 days 00:01:10.500000,0.62,0.771,0.29,0.717,0.0729,-9.894,0.253,80.018,0.569,3
Passionflower,2hsElBczGGW8n9WrG8W1OK,['lo-fi beats'],"Sarah, the Illstrumentalist",calm,0 days 00:01:59.207000,0.311,0.701,0.453,0.927,0.146,-6.91,0.0881,82.076,0.405,4
A Place of Dreams,07YC5rhb7EGK3fL2Ip70tj,"['chillhop', 'jazz boom bap', 'lo-fi jazzhop']",Wilczynski,calm,0 days 00:02:18,0.0125,0.625,0.43,0.631,0.423,-10.981,0.03,74.494,0.186,4
we'll stay inside when it rains,0VhE5PCtSiJzk7v4a8qZj8,['lo-fi beats'],Rook1e,calm,0 days 00:02:10.586000,0.592,0.7,0.134,0.845,0.107,-17.898,0.0771,160.033,0.435,4
Tao,4rkx80LC1A3RpTLkjJ8m6C,['lo-fi beats'],Cheap Monk,calm,0 days 00:02:08.788000,0.138,0.558,0.809,0.968,0.199,-10.709,0.0388,97.088,0.433,4
Chills 'n Tales,1hwsXtpdJ9ELgfVhTpnpia,[],Stan Folds,calm,0 days 00:02:16.315000,0.799,0.609,0.237,0.935,0.113,-13.647,0.112,194.043,0.526,4
coffee improv,4Ymvb1vgbFzbhcKVgtJGYN,['chillhop'],b l o o p r,calm,0 days 00:02:59.407000,0.803,0.792,0.232,0.866,0.104,-20.258,0.179,79.983,0.479,4
Gloom,5rBb2uP6oXtenyXSjNee6W,['lo-fi beats'],mell-ø,calm,0 days 00:02:11.200000,0.838,0.782,0.349,0.951,0.119,-11.464,0.0675,74.913,0.262,4
telephones,6rYP3OOXUMwbYbTrbublVX,[],another silent weekend,calm,0 days 00:02:57.021000,0.122,0.658,0.0961,0.821,0.356,-13.662,0.105,140.865,0.362,4
Disque Magique,6FWjkgQnnOV4LvLykqbbCo,"['lo-fi beats', 'lo-fi jazzhop']",Dusty Decks,calm,0 days 00:02:35.469000,0.738,0.391,0.473,0.848,0.161,-8.124,0.0875,81.005,0.408,4
blind blossom,5R3LL4RqH7fCgpKAjsZajO,[],Emperose,calm,0 days 00:03:16.557000,0.439,0.393,0.468,0.9,0.482,-10.046,0.0546,109.846,0.112,5
Up We Go,4Le7OEss3Jrd5bmP9yokQV,['lo-fi jazzhop'],DGHTR,calm,0 days 00:02:18.353000,0.463,0.722,0.543,0.7,0.0479,-12.113,0.069,85.036,0.456,4
Withy Nights,4EQfxGWfeCI03xhU969VjC,"['chillhop', 'focus beats', 'jazz boom bap', 'lo-fi beats', 'lo-fi jazzhop']",Konteks,calm,0 days 00:02:11.200000,0.745,0.688,0.181,0.702,0.112,-13.267,0.0934,75.041,0.715,3
Up,0vMZrX9RZ8yEqaNIjUmV7y,"['chillhop', 'focus beats', 'lo-fi beats', 'lo-fi jazzhop']",Sebastian Kamae,calm,0 days 00:02:00.448000,0.877,0.622,0.288,0.948,0.0826,-11.267,0.041,79.972,0.398,4
Circles,0gjH2qn0la5lyXsWsJpmnx,['lo-fi jazzhop'],Afroham,calm,0 days 00:03:08.075000,0.68,0.662,0.344,0.934,0.119,-13.254,0.0407,93.003,0.309,4
Skating through the City,0c8OTPZTXDbEWkJJe5JAxV,['lo-fi beats'],Guustavv,calm,0 days 00:02:02.927000,0.689,0.775,0.432,0.928,0.0933,-7.428,0.14,81.994,0.213,4
Ocean Voices,1OdDJi7ZmzkiVl2dHWKter,[],Jean Thiel,calm,0 days 00:03:08.958000,0.682,0.818,0.56,0.0462,0.236,-12.102,0.302,143.886,0.282,4
Yoruba,2GcHlqRkqpQOQAMrJ6XNcj,"['chillhop', 'jazz boom bap', 'lo-fi jazzhop']",Cap Kendricks,calm,0 days 00:02:09.320000,0.488,0.701,0.486,0.856,0.116,-6.868,0.0677,86.029,0.238,4
Letter,4jYJV3rxH5XiVfwH8pdbDM,"['chillhop', 'focus beats', 'lo-fi beats', 'lo-fi jazzhop']",Tesk,calm,0 days 00:02:02.791000,0.771,0.495,0.364,0.594,0.0852,-8.503,0.0394,172.058,0.358,4
Swim,3DzlebyYTVhhXZFg5gLFyy,"['lo-fi beats', 'lo-fi brasileiro', 'lo-fi jazzhop']",Noflik,calm,0 days 00:01:47.294000,0.712,0.571,0.18,0.198,0.09,-14.233,0.476,170.098,0.458,4
Southern Feelings,3bFpO4x141UqR9BOoKWixz,[],Sambastic,calm,0 days 00:02:15.769000,0.474,0.834,0.405,0.853,0.103,-11.788,0.0887,155.964,0.304,4
Sittin' Around Smokin',1qrLuxUFn0rAGErN92uqLH,[],sumishii,calm,0 days 00:01:26.787000,0.742,0.772,0.885,0.588,0.103,-7.382,0.129,89.132,0.967,4
Daylight,21k2LGGNQAa4zDIMgmg6cb,[],hiyasu,calm,0 days 00:02:34,0.452,0.739,0.382,0.934,0.122,-8.384,0.0579,149.999,0.596,4
Tiny Sailboat,3bPsHHJ6EL2xZSflLsIve3,[],Kupla,calm,0 days 00:02:30.882000,0.397,0.607,0.322,0.878,0.643,-10.949,0.134,174.086,0.381,4
Law,3mZUDIEuYz8BhUKRIkoo0l,['lo-fi beats'],Sleepdealer,calm,0 days 00:02:24,0.863,0.606,0.554,0.738,0.0943,-8.965,0.0583,79.983,0.537,4
Aurora,2yVOdH4qL3Wde8xX7Izoon,[],homieunculus,calm,0 days 00:01:55,0.481,0.655,0.118,0.925,0.194,-17.826,0.129,80.018,0.66,4
whoop,2dKDCIimYHmeH4CMnVrBqH,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",p!ke,calm,0 days 00:02:09.853000,0.722,0.697,0.513,0.835,0.149,-13.551,0.0585,85.019,0.29,4
What If We Met,5aPtpl2s3lQdQWEnIPzNNJ,['lo-fi jazzhop'],Seb Zillner,calm,0 days 00:02:01.319000,0.452,0.728,0.514,0.768,0.0909,-7.547,0.227,91.046,0.508,4
Night Shift,6VdE9gYhKxz8Gct9mochHs,"['lo-fi beats', 'lo-fi brasileiro', 'lo-fi jazzhop']",Noflik,calm,0 days 00:01:40.949000,0.847,0.761,0.357,0.831,0.218,-13.336,0.0714,82.328,0.972,4
Bubbly,6doZtFC88RKfW3XmSHuVcy,['lo-fi beats'],Altroid,calm,0 days 00:03:02.741000,0.942,0.637,0.261,0.905,0.178,-11.381,0.0859,75.142,0.811,4
Kleuiş,143F6vkMOoG7otQ9URoJr9,[],Tuan Beatz,calm,0 days 00:02:08,0.0112,0.711,0.168,0.754,0.126,-16.007,0.0517,180.056,0.1,4
Your Aura,7iwnyFLjOXxdWFEkYGreuW,[],Jrney,calm,0 days 00:02:29.116000,0.207,0.706,0.259,0.891,0.0854,-16.357,0.254,88.515,0.228,4
Decisions,693x7mqPNtiFzJSkFZcB1N,"['chillhop', 'lo-fi beats']",NAGASHI,calm,0 days 00:01:29.031000,0.846,0.444,0.26,0.764,0.375,-19.291,0.0695,112.062,0.289,1
Berlin Tsukin,0MHOzZBDrPjBocW11I2Ht6,[],Taiyo Ky,calm,0 days 00:03:12.831000,0.568,0.733,0.218,0.911,0.0861,-12.471,0.146,87.143,0.34,4
Morphine Dreams,7snlgbNMClrnqzWhiX6zBH,"['lo-fi beats', 'lo-fi jazzhop']",Peter Kind,calm,0 days 00:03:27.072000,0.288,0.737,0.361,0.468,0.0373,-11.171,0.119,82.942,0.346,4
"memories of her, last winter",74t6wFVz6sU52IzAQcC1kQ,['lo-fi beats'],Rook1e,calm,0 days 00:01:55.135000,0.813,0.669,0.245,0.903,0.0835,-13.548,0.0438,109.486,0.394,3
Serenity,6mhtXeCxycdmzJYbf1rm7x,"['chillhop', 'japanese chillhop', 'lo-fi beats']",eevee,calm,0 days 00:02:09.247000,0.798,0.577,0.363,0.927,0.0923,-10.89,0.0394,77.877,0.282,4
Flying Over the Cuckoo's Nest‎,7psdIxeBXiYDiTcogDjzc8,"['focus beats', 'lo-fi beats']",Lofi Coffee,calm,0 days 00:02:10.548000,0.694,0.863,0.41,0.919,0.104,-12.073,0.174,148.055,0.936,4
Gasteria,4eWxdRtALlb44ggdcWVW8K,[],Gaura,calm,0 days 00:01:21.951000,0.765,0.765,0.181,0.889,0.108,-14.526,0.154,82.043,0.0813,4
Coral Reef,3ElDX6t2ayq83erLIjy3fx,"['chillhop', 'focus beats', 'lo-fi beats']",Slowheal,calm,0 days 00:02:42,0.678,0.567,0.349,0.889,0.0862,-9.939,0.0273,79.999,0.163,4
Backpack City,6Fv9r2ov4aWPArkb5cKIZR,['lo-fi beats'],Flovry,calm,0 days 00:02:31.731000,0.879,0.666,0.197,0.881,0.109,-15.365,0.0692,77.079,0.12,4
Jazzin',5qfzAcduILcj6euaPXfRNC,"['focus beats', 'lo-fi beats', 'lo-fi jazzhop']",Sweet Medicine,calm,0 days 00:01:38,0.616,0.525,0.188,0.937,0.134,-16.029,0.331,157.025,0.517,4
Floripa,6ZDo86HphrqZunbODFaQZm,"['chillhop', 'lo-fi brasileiro']",Ray Ben Rue,calm,0 days 00:01:59.998000,0.149,0.694,0.439,0.798,0.0885,-14.036,0.0413,130.044,0.632,4
Kyona,0xRlXVs5zs2ovMnbH8zIvH,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz', 'jazz piano', 'stride', 'swing', 'tin pan alley', 'vocal jazz']",Two Sleepy,calm,0 days 00:03:07.573000,0.602,0.542,0.366,0.871,0.196,-16.079,0.0375,115.683,0.0551,4
quilted hills,5Xvd37Vu3ONfJnFDkklSur,[],ocha,calm,0 days 00:02:26.157000,0.866,0.816,0.241,0.933,0.154,-7.772,0.107,148.229,0.759,4
City Lounge,1hxcBxHHWA57B1xiDPZpNs,"['chillhop', 'focus beats', 'japanese chillhop', 'lo-fi beats', 'lo-fi jazzhop']",Saib,calm,0 days 00:02:38.118000,0.0419,0.807,0.576,0.931,0.116,-10.158,0.296,169.999,0.771,4
headache,10gRgHWz059OBF7xjihFzq,[],ilaywho,calm,0 days 00:01:57.736000,0.964,0.836,0.408,0.427,0.336,-15.082,0.296,89.991,0.251,4
benches,6kUysVl9LbPBROxAvh7ZfP,[],wavcrush,calm,0 days 00:02:15.500000,0.938,0.58,0.161,0.925,0.14,-12.758,0.15,140.888,0.142,4
Don't Go Breaking My Heart,59s60VjV0daY6yEYGpKHtv,[],Lofi Fruits Music,calm,0 days 00:01:51.296000,0.654,0.585,0.284,0.888,0.109,-13.448,0.0466,83.981,0.0733,4
Don't Go Breaking My Heart,59s60VjV0daY6yEYGpKHtv,[],Lofi Fruits Music,calm,0 days 00:04:35.387000,0.179,0.73,0.858,1.54e-06,0.0611,-8.221,0.036,131.445,0.765,4
Umbrellas,7aoqkrr7KnKFMStwE6DGa7,[],ocha,calm,0 days 00:02:35.200000,0.603,0.677,0.351,0.796,0.159,-13.184,0.0521,75.0,0.396,4
When It Rains,1JVdTVsyF4GPjKUYzxT25A,[],Yawn Shop,calm,0 days 00:02:00.902000,0.702,0.88,0.282,0.589,0.127,-9.257,0.213,132.946,0.73,4
North Wing,0epWzoHL7bQh4ER3OWwrEe,['japanese chillhop'],Shingo Sekiguchi,calm,0 days 00:02:34.884000,0.947,0.743,0.268,0.814,0.172,-8.826,0.0561,85.999,0.658,4
Slothin',6BAUkR93Y0Q2SVjc96AS92,"['chillhop', 'lo-fi beats']",Snaer.,calm,0 days 00:02:46,0.616,0.848,0.124,0.775,0.0886,-16.637,0.109,126.949,0.441,4
Miles Away,6gJY9QXZ3nFZP9NvT1SkkO,"['chillhop', 'lo-fi beats']",Kazam,calm,0 days 00:02:32.195000,0.737,0.723,0.435,0.00714,0.075,-9.095,0.0328,82.033,0.335,4
Stripe Two,4AXc2D9pa1uttadN9MowI3,[],Tom Oswald,calm,0 days 00:01:46.667000,0.965,0.548,0.153,0.957,0.0917,-17.489,0.363,179.594,0.433,4
Mindgames,4Qn7Fc5IzroNOFpyUn7Iqi,['lo-fi jazzhop'],Ganzo,calm,0 days 00:02:44.286000,0.272,0.783,0.538,0.856,0.155,-9.948,0.0928,83.98,0.69,4
Acalma,1JMoN6XINwF438lICIb2qr,['lo-fi brasileiro'],Gambia Beats,calm,0 days 00:02:07.895000,0.000755,0.889,0.31,0.897,0.0775,-7.045,0.645,152.013,0.756,4
Evergreen,4ikLe7fG7aAVyF3hNdUHrE,"['chillhop', 'lo-fi jazzhop']",Zmeyev,calm,0 days 00:01:57.119000,0.0237,0.794,0.456,0.429,0.0993,-9.993,0.195,81.993,0.47,4
Muji,23GCq0VGusMwFEnZy4tdPN,['k-pop'],Lilac,calm,0 days 00:01:34.683000,0.899,0.476,0.115,0.873,0.0927,-15.818,0.0381,191.5,0.241,4
Cataclismo,4ehfdF4oAOFaryz3qhEHVT,['lo-fi brasileiro'],Leo Franciozi,calm,0 days 00:02:15.836000,0.0342,0.676,0.587,0.00977,0.117,-10.442,0.0687,173.303,0.673,4
Asleep,3cKdKO3W5HVpTglCLGf0Jq,['chill beats'],Fractite,calm,0 days 00:01:32.958000,0.707,0.693,0.257,0.961,0.101,-15.642,0.0385,144.057,0.249,4
Slushies,69HmwjbEslTDyPvHK1RucH,"['chillhop', 'focus beats', 'lo-fi beats', 'lo-fi jazzhop']",Karavelo,calm,0 days 00:02:06.529000,0.845,0.749,0.324,0.00681,0.105,-10.341,0.185,91.956,0.288,4
Lofi Social Distancing,5CFS3mAbzHObeq3RH3egGD,['lo-fi beats'],Single Friend,calm,0 days 00:03:03.529000,0.819,0.873,0.212,0.32,0.136,-16.263,0.811,85.013,0.394,3
Céleste,3K5Gqh7UtYJp8MYaAIMWqd,"['chillhop', 'focus beats', 'lo-fi beats', 'lo-fi jazzhop']",Psalm Trees,calm,0 days 00:02:24.906000,0.863,0.639,0.308,0.833,0.0648,-12.329,0.0571,79.518,0.478,4
Midnight Cruise,1VcGy9lHgUZnwXfFYr8N8k,"['chillhop', 'focus beats', 'lo-fi beats', 'lo-fi jazzhop']",Board-Man,calm,0 days 00:02:06.154000,0.535,0.823,0.283,0.892,0.0759,-7.274,0.341,156.48,0.639,4
true hallucinations,43Ef4i9PyqtXJK29cIeC76,"['chillhop', 'lo-fi beats', 'uk alternative hip hop']",illiterate,calm,0 days 00:02:08.781000,0.803,0.387,0.151,0.488,0.106,-7.376,0.0441,81.938,0.0386,4
Eremito,4K4tXvsNSkxkmo88sdjdSH,[],Morpheus Two,calm,0 days 00:02:01.200000,0.941,0.68,0.122,0.91,0.101,-18.478,0.107,74.988,0.383,4
B U M M E R,5vZ1DfRwPTjss87r1FMMCH,[],Chkody,calm,0 days 00:02:37.241000,0.557,0.63,0.414,0.895,0.103,-7.867,0.0357,174.079,0.395,4
Bourbon Street Jazz,6pxVOAeHks92DfYKWoABgw,[],Mvdk,calm,0 days 00:01:31.143000,0.392,0.8,0.437,0.859,0.117,-10.143,0.0791,140.207,0.811,4
centipede,738BMGL6ZJD8e9Xv4H6Kk2,['lo-fi beats'],Aphisto,calm,0 days 00:02:24.178000,0.794,0.427,0.177,0.855,0.218,-13.01,0.107,74.22,0.164,5
On My Way Home,3UwKfXx1SdJSxnzG2gYkgc,"['japanese jazz fusion', 'japanese r&b']",Kan Sano,calm,0 days 00:03:14.337000,0.685,0.77,0.351,0.894,0.0894,-13.613,0.0438,90.007,0.711,4
Cherry Blossom,7clDJ3V08JCzS8eTJOhk69,"['downtempo', 'electronica', 'livetronica', 'nu jazz', 'trip hop']",Cloudchord,calm,0 days 00:02:41.712000,0.508,0.617,0.435,0.854,0.147,-11.203,0.131,146.169,0.305,4
Quetzal,5avlDZmpzaa7SkCZCNcqft,"['lo-fi beats', 'lo-fi jazzhop']",Otaam,calm,0 days 00:02:24.882000,0.914,0.8,0.245,0.825,0.0975,-9.389,0.0342,87.06,0.21,4
Palm Trees,4oPlEhJKavE3S3ZEYREZWb,"['lo-fi beats', 'lo-fi jazzhop']",Loop Schrauber,calm,0 days 00:01:37.078000,0.23,0.919,0.11,0.849,0.0667,-14.02,0.0639,89.024,0.795,4
Withdrawn,0uzPF5dc3o3yBNx8rDtJbn,['lo-fi beats'],mell-ø,calm,0 days 00:02:23.014000,0.906,0.681,0.156,0.918,0.153,-12.917,0.0425,146.236,0.267,3
Better Together,0PO1YxbnvzYayge7GgQFQ2,[],Lofi Fruits Music,calm,0 days 00:01:49.389000,0.964,0.63,0.312,0.935,0.119,-13.868,0.032,89.98,0.0716,4
Misty Harp,7tdarAf0mBavxlpm5tUBN4,"['chillhop', 'focus beats', 'jazz boom bap', 'lo-fi beats', 'lo-fi jazzhop']",Konteks,calm,0 days 00:03:02.169000,0.651,0.649,0.436,0.886,0.118,-14.555,0.084,82.996,0.518,4
Once in a While,5gFQbmmNupeEeiK7sG86vc,['lo-fi beats'],No Spirit,calm,0 days 00:02:37.333000,0.598,0.746,0.331,0.913,0.0831,-13.754,0.084,90.036,0.173,4
Once in a While,5gFQbmmNupeEeiK7sG86vc,['lo-fi beats'],No Spirit,calm,0 days 00:03:35.147000,0.00687,0.785,0.682,0.0,0.634,-5.94,0.137,105.16,0.345,4
River Bend,2eH7Nf9HA71e3gyMgszygq,[],Hydrologic,calm,0 days 00:02:47.727000,0.805,0.62,0.764,0.887,0.106,-6.236,0.0362,153.995,0.385,4
Mirage,0ip5iK9MlqO78E5HG5Uhip,"['chillhop', 'focus beats', 'jazz boom bap', 'lo-fi beats']",leaf beach,calm,0 days 00:02:19.552000,0.109,0.74,0.329,0.888,0.139,-7.677,0.0469,172.08,0.511,4
Y,1nyuf5arf1SxflGNeWso26,"['chillhop', 'focus beats', 'lo-fi beats', 'lo-fi jazzhop']",Smoke Trees,calm,0 days 00:02:53,0.188,0.609,0.444,0.055,0.14,-13.601,0.107,76.033,0.357,4
Duke,3MUlUDpXYBsuRTordGicC0,['lo-fi jazzhop'],Schmiddunsk,calm,0 days 00:02:15.594000,0.389,0.53,0.298,0.928,0.13,-15.416,0.0798,78.64,0.822,4
Uferlos,6sJiPhzfbemXoMly0KskYT,"['chillhop', 'jazz boom bap', 'lo-fi beats', 'lo-fi jazzhop']",FloFilz,calm,0 days 00:02:18.687000,0.322,0.59,0.405,0.9,0.108,-11.315,0.0779,168.12,0.765,4
Waiting,3gzUcCMArMURXCTB7pbGWD,"['focus beats', 'lo-fi beats']",Fthmlss,calm,0 days 00:02:07.370000,0.775,0.496,0.199,0.882,0.346,-17.063,0.169,82.068,0.253,4
Waiting,3gzUcCMArMURXCTB7pbGWD,"['focus beats', 'lo-fi beats']",Fthmlss,calm,0 days 00:03:56.351000,0.139,0.552,0.915,0.949,0.146,-4.421,0.0616,160.02,0.126,4
Waiting,3gzUcCMArMURXCTB7pbGWD,"['focus beats', 'lo-fi beats']",Fthmlss,calm,0 days 00:03:04.320000,0.975,0.236,0.33,0.126,0.116,-10.085,0.0325,86.546,0.0827,4
Popcorn,1gdqB5tWYPawR85YjjNRTf,['lo-fi brasileiro'],Simple Lo-Fi,calm,0 days 00:01:55.800000,0.959,0.593,0.414,0.896,0.18,-12.527,0.0466,74.998,0.466,4
Homeboy,3oGQ8l61l9FVwjacyXONfp,"['chillhop', 'focus beats', 'lo-fi beats', 'lo-fi jazzhop']",Tesk,calm,0 days 00:01:52.941000,0.03,0.783,0.291,0.863,0.121,-11.211,0.265,84.997,0.65,4
Green Aventurine,4hoH2ANrP5uJLFgihaOL2V,['lo-fi beats'],"Sarah, the Illstrumentalist",calm,0 days 00:02:23.875000,0.907,0.804,0.312,0.939,0.165,-10.21,0.286,108.093,0.634,4
BoatHouse Diddly,7d1M43sLRgr26Ab6YfCS0I,['lo-fi jazzhop'],URCHN,calm,0 days 00:02:24,0.748,0.787,0.411,0.777,0.0913,-7.161,0.044,87.992,0.294,4
Interstellar Sleep,5vWU2S2AHHcCCUYWFCc5Tq,"['chillhop', 'focus beats', 'lo-fi beats', 'lo-fi jazzhop']",Wun Two,calm,0 days 00:01:45.562000,0.464,0.652,0.756,0.00014,0.169,-8.975,0.176,79.686,0.581,4
Dive,45oA1hk6TDkfDo56qYYQQb,['lo-fi beats'],Moo Latte,calm,0 days 00:03:12.632000,0.785,0.498,0.295,0.817,0.103,-9.691,0.0963,77.096,0.473,4
Dive,45oA1hk6TDkfDo56qYYQQb,['lo-fi beats'],Moo Latte,calm,0 days 00:02:44.490000,0.00515,0.654,0.787,0.0,0.144,-4.999,0.0502,123.978,0.409,4
marseille,2VsK4AJRb1Fnsx1Zk3w7NM,[],connor,calm,0 days 00:01:30.345000,0.435,0.684,0.419,0.383,0.381,-10.386,0.143,173.956,0.667,4
Quiet Nights,6NyUKv40Lorxjlet7IltHJ,"['chillhop', 'lo-fi beats']",Epektase,calm,0 days 00:02:08,0.649,0.734,0.144,0.769,0.105,-10.34,0.0426,74.972,0.175,4
Wasabi,42gZWs4oc1or0vGQLtkVM3,[],NickyDiesel,calm,0 days 00:01:48,0.897,0.796,0.368,0.797,0.102,-10.397,0.615,159.918,0.791,3
Difference,0UwSOsgwWL0TWDV0wIvkms,[],TheeAgris,calm,0 days 00:01:37.180000,0.614,0.745,0.118,0.919,0.0998,-18.219,0.0588,81.98,0.0729,4
Yesterday,5KBDAXmuln6oyv91AFCZtb,[],w00ds,calm,0 days 00:02:10,0.762,0.534,0.186,0.932,0.113,-10.867,0.0304,67.985,0.0697,4
Urban Landscape,6XhSE4t1PDQtOV600IlIPe,"['chillhop', 'lo-fi beats']",Kazam,calm,0 days 00:02:10.370000,0.455,0.687,0.515,0.897,0.373,-11.418,0.176,80.993,0.214,4
Sabrina,0EOYfOyUX2MtToXw2iUERC,[],PawnShop Guy,calm,0 days 00:01:39.429000,0.397,0.833,0.177,0.942,0.0823,-19.641,0.0965,139.979,0.12,4
Chill in Lydda,205BdRvvSaHf4LldyoRIkM,[],Hazy Noir,calm,0 days 00:02:36,0.242,0.69,0.394,0.823,0.147,-16.714,0.0477,160.014,0.276,4
Yugen,5Qxkj85iFpJKPGb1JRq48F,['lo-fi beats'],Nathan Kawanishi,calm,0 days 00:01:38.299000,0.609,0.556,0.428,0.97,0.114,-11.312,0.0407,119.913,0.15,4
I Never Finish Anything,47x5zniJZxNvDuL702XPIc,[],Velabeats,calm,0 days 00:02:07.059000,0.887,0.618,0.297,0.932,0.113,-10.112,0.176,85.299,0.522,4
Sundown,3xNZP70uRdHJK3lZJ8OfJr,"['chillhop', 'focus beats', 'lo-fi beats']",Arbour,calm,0 days 00:02:48.741000,0.568,0.655,0.534,0.886,0.115,-12.993,0.0372,156.025,0.187,4
Moon,662vyfywpomOVdnyHFArba,[],Matchbox Youth,calm,0 days 00:02:34.286000,0.267,0.541,0.364,0.838,0.0951,-9.625,0.168,167.975,0.148,4
